-99 1.51382977322435 -99 -99 -99 1.25055454676746 1.07566331507697 -99 -99 -99 -99 -99 3.17505833675372 -99 0.805174241722384
1.90342607513691 -99 1.64099943250288 -99 2.22949631831691 -99 -99 1.70747951252801 2.5309691382463 -99 -99 -99 -99 -99 -99
-99 -99 -99 2.83061812537305 -99 0.685869580148946 -99 -99 -99 -99 -99 -99 3.14910792146063 -99 -99
-99 1.8610851730424 -99 -99 -99 -99 -99 -99 -99 -99 1.02183423464678 -99 -99 -99 1.81905290275876
-1.64155977725917 -0.543136964377401 -99 -99 -99 -99 -0.936118037657731 -99 -99 -0.174017521244567 -99 -99 -99 -0.526626400863869 -99
-99 -99 -99 -99 -99 -99 2.16692757178402 -99 -99 -99 2.4051045379042 -99 1.69508342169427 -99 -99
-99 -99 -99 -99 1.38386277893509 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.54728266949245
-99 0.374738504195468 -99 -1.32696925260843 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 0.531882865195659
1.47214123503328 2.72705792691389 -99 1.85067170295334 -99 0.344878700895722 1.73229688457016 -99 1.96431705499429 -99 -99 -99 -99 -99 2.40993067243849
-99 -99 -99 -99 -99 -99 -99 -99 -0.48671552828942 -99 -99 -99 0.982263453274209 0.11152192143405 -99
-99 -99 -99 -99 -99 -99 0.334969989229532 -1.18847450840691 -99 -99 0.028278829587121 -99 0.508618653060283 -99 -99
-99 -99 2.11220980790741 -99 -99 -99 -99 2.00638263251721 1.83045890370562 -99 -99 0.434232177637048 -99 -99 -99
-99 -99 -99 -99 -99 -99 -99 0.897299083323201 -99 -99 -99 -99 -99 -2.21673295554243 -99
-2.61440801711339 -99 -99 -99 -0.287640390194143 -99 -99 -99 -99 -99 -99 -99 -99 -99 0.92264929714035
1.5935696456258 -99 -99 -99 -99 -99 -99 -99 -99 -99 1.28652458931319 -99 -99 -99 1.79160310337954
0.657010303027537 -99 -99 -99 -99 -99 1.77119189358289 -99 -99 -99 -99 -99 1.34485448887637 -99 -99
-99 -99 -99 -99 -99 -99 -99 -99 2.08438448457582 2.89252451911458 -99 -99 -99 2.61681177824541 -99
0.112204892024309 -99 2.34130808757217 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -0.0970116807187758
-0.248574355944573 0.660552637054783 1.8100100343863 -99 -99 -99 -99 -99 0.727144891513379 -99 -99 -99 -99 -99 -99
-99 -99 -0.018178160160869 -99 1.1400038076956 -99 -99 -99 -99 -99 1.16385768820697 -99 -99 -99 -99
-0.304777903081021 0.518163610646747 -99 -99 1.78495469698984 -99 -99 -99 -99 -99 0.910404971429653 0.943845338609681 -99 -99 -99
-99 -99 -99 -99 -99 2.72067709963501 -99 -99 -99 4.63860659370456 2.12908787145823 -99 -99 -99 -99
-99 -0.143873777255037 -99 -99 -99 2.98009041290765 0.585368071653489 -99 -99 -99 -99 -99 -99 1.63129112926982 -99
-99 1.56572851791083 -99 -0.196084373542008 -99 -99 -99 -0.799930110766602 -99 -99 -99 0.787177489826914 -99 0.332139549143426 -99
-99 -99 -99 -99 0.417167831588882 -99 -99 1.01069636852354 -99 -0.552634462343023 -99 -99 -99 -99 -99
-99 -99 -99 -99 -99 1.0114530178834 0.528507760408692 -99 -99 0.110722714354862 0.444634542510667 -99 -99 -99 -0.196226001750903
-1.68205662697705 -99 -99 -99 -99 -99 -99 0.966415096687306 -99 -99 1.70482889204979 -99 -99 -99 0.0296355685275524
-99 -99 -99 -99 -99 -99 -0.806116601529124 -99 -99 0.0601991074835625 -99 1.13439188494148 -1.36587593917428 -99 -99
-99 1.02752632977826 -0.503940790309439 -99 -99 -99 -99 -99 -3.03456626053583 -99 -1.30077985624574 -99 -99 -99 -99
-99 -99 -1.44484042359135 -99 -99 1.81847859439344 -99 -99 -99 -99 1.95060797740283 -1.21285114443805 -99 -99 -99
-99 -99 0.435017382469238 -99 -99 0.0494422809879976 -99 -99 -99 -99 -99 -99 -99 -0.207910972980591 -99
-99 -99 -99 -99 -99 -99 -99 -0.475690396779965 -0.498179975847653 -99 -99 -1.41416949219118 -99 -99 -99
-99 -99 0.501511511113661 -1.42217071602588 -99 -99 -0.250533064228948 -99 0.987381683178514 -2.1743471029064 -0.0559242518553202 -99 -99 -99 -99
-99 -99 -99 2.76397511737745 -99 -99 -99 -99 -99 3.16870106049669 -99 -99 -99 0.697638279604947 -99
-99 -99 2.25798488789377 -99 1.09249301985139 -99 -99 0.563352498918134 -99 -99 4.07361902103274 -0.162639695502434 -99 -99 2.65760373007293
-99 -0.88424187817341 -99 1.37393041322601 -99 -99 -99 -99 -99 -99 2.44277007908458 -99 -99 0.93677369890258 -0.820108300983364
-99 0.633446911978398 -99 -99 -99 -99 -99 -99 -99 -99 -0.56860647399644 -99 -99 -99 -99
-0.653152746340229 0.981645204449681 -99 1.60547247811464 0.353976412892146 -99 -99 -99 -99 -99 -99 -99 -99 2.8209738295023 -99
2.6684951876603 -99 1.23771661647213 -99 -99 -99 2.88015791950312 -99 -99 -99 2.14442894928621 0.433118295766583 -99 -99 0.531356207145382
1.28211559171008 -99 -99 -99 1.07613761127178 -99 0.465699859167464 -99 -99 -99 -0.349919502239999 -99 -99 -99 -99
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -0.223007294421959 -99 1.22618314170362 -99 -99
-99 -99 -99 -99 1.04870109323162 -99 -99 -99 -99 -99 -99 -0.445423303043487 -99 -99 -99
0.789768678108784 -99 -99 -99 -99 -99 -99 0.706036345049961 -99 -0.429304765182399 -99 -99 -99 1.52576555524205 -99
-99 0.450186595622182 -99 -0.769896969771549 -99 -0.0442434712823889 -99 0.00640095562550758 -99 -99 -0.17179942113491 -99 -0.601616087004603 -99 -99
-99 -99 -99 -99 -99 -99 -1.42091557800929 -99 -99 -99 -99 -99 -99 -99 -1.68793323320108
-99 -99 -99 -99 -99 -99 -99 -99 1.02672827448169 0.155264886684845 1.58016787064469 -99 1.83422704163494 -99 -99
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99
-99 -99 -99 -99 -99 1.58546616239531 -99 -99 1.52637887885235 -99 -99 -99 2.40617320566856 -99 1.08733350180774
-0.317181616784409 -99 -99 -99 0.406261650937965 -99 -99 -99 1.58333314873562 -99 -99 0.531824954678493 -0.79607094639495 -99 -99
-99 -99 -99 -99 1.59928714966419 1.58502355084318 -99 -99 -99 1.47530396818287 1.80876889753785 -99 -99 -99 2.09710359531164
-99 0.578227566105457 -99 -99 -99 -99 -99 -99 1.04959625216903 -99 -99 -99 -99 -99 1.13729746692147
0.189098587772288 -99 2.01559358720593 -99 -0.487422402843103 -99 -99 -99 -99 -99 -99 -99 1.2652570736671 -99 -99
-99 -99 -99 -99 -99 -99 -99 -0.183986400484359 -99 -99 -99 1.38270064235285 -99 0.989095273194014 -1.2561569359289
-99 -99 -99 -99 -99 -99 -99 -99 -99 1.25832501609528 -99 -99 -99 -99 1.34502245981332
-99 -99 -99 -99 -99 -99 -99 1.4836040706182 -99 -99 -99 -99 -99 -99 -99
-99 -99 -99 1.39724775266335 -99 -99 -99 -99 -99 -99 -99 1.50591103592606 -99 3.40003735801759 -99
-99 -99 1.10527740039505 -99 -99 -99 -99 -99 -99 0.826021034787481 -99 -99 -99 -99 -99
0.324026070961154 1.80231275915251 -99 -99 -99 -99 -99 -99 -99 -99 2.27135592198777 -99 0.893071467081639 -99 1.61718386700822
-99 -99 -99 -99 -99 -99 -99 -99 3.55912594783226 2.21330729390536 -99 1.9004328975754 -99 -99 -99
-99 -99 -99 -99 1.00356088199798 -99 -99 -99 -99 -99 -99 2.05804110770057 -99 -99 -99
1.25438724604593 -99 -99 -99 -99 -99 -99 -99 -99 0.363391755193267 -99 -99 -99 -99 0.0984983488252954
